stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Dev\source\repos\Facul\PI\Solano\solano\bin\Debug\allegro5.cfg r
display  D   display_settings.c:529  _al_score_display_settings       [   0.16519] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.16526] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16534] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.16541] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16549] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.16555] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16562] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16570] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16578] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16585] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16593] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16601] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16609] Score is : 657
display  D   display_settings.c:214  debug_display_settings           [   0.16617] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16624] Score is : 665
display  D   display_settings.c:214  debug_display_settings           [   0.16631] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16639] Score is : 673
display  D   display_settings.c:214  debug_display_settings           [   0.16646] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16653] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.16661] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16668] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.16675] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16683] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.16690] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16698] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16704] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16712] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16720] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16728] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16735] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16742] Score is : 657
display  D   display_settings.c:214  debug_display_settings           [   0.16749] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16757] Score is : 665
display  D   display_settings.c:214  debug_display_settings           [   0.16763] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16771] Score is : 673
display  D   display_settings.c:214  debug_display_settings           [   0.16779] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16786] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.16793] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16816] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.16825] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16835] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.16842] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16853] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16859] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16866] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16872] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16880] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16886] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16894] Score is : 657
display  D   display_settings.c:214  debug_display_settings           [   0.16902] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16910] Score is : 665
display  D   display_settings.c:214  debug_display_settings           [   0.16917] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16925] Score is : 673
display  D   display_settings.c:214  debug_display_settings           [   0.16932] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16939] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.16946] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16954] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.16961] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16969] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.16977] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16988] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16996] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.17010] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.17020] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.17031] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.17041] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17059] Score is : 657
display  D   display_settings.c:214  debug_display_settings           [   0.17067] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17078] Score is : 665
display  D   display_settings.c:214  debug_display_settings           [   0.17091] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17101] Score is : 673
display  D   display_settings.c:214  debug_display_settings           [   0.17109] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17122] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.17133] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17153] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.17164] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17181] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.17191] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17207] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.17215] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.17226] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.17235] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.17250] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.17276] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17303] Score is : 657
display  D   display_settings.c:214  debug_display_settings           [   0.17320] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17341] Score is : 665
display  D   display_settings.c:214  debug_display_settings           [   0.17350] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17359] Score is : 673
display  D   display_settings.c:214  debug_display_settings           [   0.17372] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17387] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.17399] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17407] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.17417] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17428] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.17438] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.17454] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.17463] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17475] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17483] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17493] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17501] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17509] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17520] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17531] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17544] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17553] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17560] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17574] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17583] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17593] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17603] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17613] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17622] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17633] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17643] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17651] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17665] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17676] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17687] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17698] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17708] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17720] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17728] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17740] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17751] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17763] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17776] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17788] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17805] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17817] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17825] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17837] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17848] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17860] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17871] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17886] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17896] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17908] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17919] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17929] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17942] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17951] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17959] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17968] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17980] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17988] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17997] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18009] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18019] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18028] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18048] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18057] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18064] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18070] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18077] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18085] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18091] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18109] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18121] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18131] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18138] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18146] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18154] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18162] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18169] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18183] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18193] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18206] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18215] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18226] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18234] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18245] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18257] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18276] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18312] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18382] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18469] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18531] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18549] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18565] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18575] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18589] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18598] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18607] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18615] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18626] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18634] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18642] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18650] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18659] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18666] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18676] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18686] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18696] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18703] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18712] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18719] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18728] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18736] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18744] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18751] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18761] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18768] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18775] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18786] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18796] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18809] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.18839] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18866] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18900] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18909] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.18929] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.18969] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19012] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19047] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19062] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19070] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19079] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19087] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19095] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19103] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19115] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19124] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.19132] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19140] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.19147] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19154] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19163] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19171] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19179] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19187] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19196] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19203] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19210] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19218] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19232] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19240] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19247] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.19254] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.19262] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.19278] Trying format 8.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.19327] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.19337] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.22352] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.32015] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.32030] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.32041] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.32058] Format 8 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.32067] Returning d3d_display: 000002E4E0A38220
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.32077] al_display=000002E4E0A38220
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.32084] al_display->vt=000002E4DED0B130
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32120] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32129] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32137] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32147] Fake format
